872	74
805	167
768	208
759	210
747	211
753	219
638	218
595	223
572	241
526	221
563	173
567	176
574	234
578	312
578	392
573	398
605	391
577	471
568	559
549	572
482	574
397	572
396	576
396	576
269	564
211	569
294	435
459	430
546	418
566	433
583	479
570	580
576	675
600	764
721	750
785	733
777	661
766	576
726	529
718	445
662	404
586	396
478	365
424	332
343	258
272	218
223	185
170	248
181	364
195	408
